year,player,player_id,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,drops,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_route,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,routes,receptions,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
2019,Cody White,61448,13,11.4,11,63.5,3,83.0,43.3,75.6,76.8,93.9,459,30.5,149,91.1,104,6,69.3,339,459,66,922,278,4.2,14.0,2.01
2019,Kendall Hinton,34045,11,8.7,19,70.2,8,58.7,69.7,77.0,77.7,95.4,397,83.7,348,105.5,104,4,16.3,68,397,73,1001,439,6.0,13.7,2.52
2019,Quez Watkins,61664,11,14.3,9,61.8,7,62.5,41.7,75.7,76.1,95.8,387,28.7,116,100.6,102,6,71.3,288,387,63,1172,560,8.9,18.6,3.03
2019,Kirk Merritt,35096,13,10.4,7,71.0,3,84.1,59.5,73.1,72.1,93.5,420,96.2,432,126.4,100,12,3.3,15,420,71,813,384,5.4,11.5,1.94
2019,Brandon Aiyuk,84109,12,10.1,14,65.7,6,67.9,69.7,77.8,79.2,95.4,392,16.8,69,133.9,99,8,82.7,340,392,65,1192,710,10.9,18.3,3.04
2019,Jauan Jennings,48027,13,11.4,30,64.1,4,72.3,56.6,88.9,89.4,94.6,314,86.7,288,110.3,92,8,11.4,38,314,59,969,474,8.0,16.4,3.09
2019,KJ Hamler,61590,13,14.4,4,60.9,11,41.3,76.1,72.5,71.6,95.0,364,89.3,342,109.1,92,8,10.4,40,364,56,904,375,6.7,16.1,2.48
2019,Quintez Cephus,29614,14,13.2,9,64.8,5,69.4,74.6,82.5,84.1,97.3,291,29.4,88,109.3,91,7,70.6,211,291,59,901,278,4.7,15.3,3.1
2019,Dezmon Patmon,48329,13,10.1,7,65.6,7,59.8,49.0,72.7,72.6,95.9,347,2.5,9,98.2,90,8,97.5,353,347,59,757,302,5.1,12.8,2.18
2019,John Hightower,84142,14,17.3,5,57.3,4,71.3,62.6,73.4,73.2,95.0,380,9.3,37,114.6,89,8,90.5,362,380,51,943,340,6.7,18.5,2.48
2019,Darnell Mooney,48236,13,14.6,9,53.4,8,46.9,73.7,72.5,70.8,96.8,362,10.4,39,94.7,88,5,89.3,334,362,47,716,149,3.2,15.2,1.98
2019,Jalen Reagor,61697,12,14.9,5,48.9,7,50.5,56.4,69.2,67.1,96.3,411,10.5,45,71.7,88,5,88.1,376,411,43,611,165,3.8,14.2,1.49
2019,CeeDee Lamb,61570,13,13.2,26,70.5,3,76.6,72.3,90.0,90.3,96.0,332,29.8,103,147.7,88,14,69.9,242,332,62,1325,683,11.0,21.4,3.99
2019,Tee Higgins,61211,15,15.7,12,67.8,6,65.7,74.9,90.5,89.8,93.8,318,14.2,48,140.7,87,13,85.8,291,318,59,1167,341,5.8,19.8,3.67
2019,Ja'Marcus Bradley,27003,14,13.6,23,69.8,2,84.9,54.2,88.5,88.3,96.9,282,15.1,44,132.8,86,10,84.9,247,282,60,899,399,6.7,15.0,3.19
2019,K.J. Osborn,23503,13,11.1,6,61.7,4,70.7,53.7,64.5,64.4,95.0,418,8.9,39,102.2,81,5,91.1,401,418,50,547,143,2.9,10.9,1.31
2019,Laviska Shenault Jr.,61220,11,10.1,15,70.0,3,78.7,59.8,86.3,84.6,94.5,256,16.2,44,111.7,80,4,81.5,221,256,56,764,421,7.5,13.6,2.98
2019,Isaiah Wright,40113,11,7.7,2,61.8,5,63.1,74.0,60.3,60.9,95.7,311,55.4,180,83.3,76,5,42.5,138,311,47,442,269,5.7,9.4,1.42
2019,K.J. Hill,28025,14,9.1,10,76.0,2,84.0,55.1,72.0,72.6,94.7,359,96.3,365,134.8,75,10,3.4,13,359,57,636,243,4.3,11.2,1.77
2019,Van Jefferson,47447,13,10.3,3,71.0,4,70.9,74.1,70.4,71.1,90.9,329,30.1,109,117.8,69,6,69.9,253,329,49,657,266,5.4,13.4,2.0
2019,Nico Collins,61441,12,14.8,5,56.1,4,63.8,72.8,70.9,71.1,91.6,316,1.4,5,117.6,66,7,98.6,340,316,37,729,234,6.3,19.7,2.31
2019,Nick Westbrook-Ikhine,47861,13,14.6,5,67.7,3,72.7,73.2,65.1,63.7,94.0,392,23.0,96,123.4,62,5,77.0,321,392,42,565,180,4.3,13.5,1.44
2019,Marquez Callaway,42295,13,19.8,2,51.7,3,65.3,82.3,69.5,70.2,93.8,334,21.3,76,118.1,58,6,77.8,277,334,30,635,139,4.6,21.2,1.9
2019,Collin Johnson,47808,7,16.2,3,66.7,2,77.6,39.5,78.1,76.4,94.1,269,12.2,35,108.4,57,3,87.4,250,269,38,555,92,2.4,14.6,2.06
2019,Donovan Peoples-Jones,61439,11,11.9,4,57.9,4,61.6,43.6,70.0,70.2,93.1,256,48.4,133,117.8,57,6,51.3,141,256,33,443,176,5.3,13.4,1.73
2019,Henry Ruggs III,61102,12,11.7,4,72.7,1,85.0,74.9,75.0,75.1,95.6,304,17.9,57,154.4,55,7,82.1,261,304,40,744,419,10.5,18.6,2.45
2019,Andre Baccellia,47901,13,9.8,6,53.7,7,34.4,73.2,56.2,54.2,95.4,269,26.2,74,95.8,54,4,73.8,208,269,29,314,155,5.3,10.8,1.17
2019,Freddie Swain,26448,12,8.7,7,70.4,1,83.8,70.0,76.8,76.3,93.3,222,92.9,221,109.3,54,7,6.7,16,222,38,517,286,7.5,13.6,2.33
2019,Juwan Johnson,28305,10,12.0,4,58.8,8,26.1,71.8,67.6,63.8,95.6,219,11.8,27,107.2,51,4,87.8,201,219,30,467,176,5.9,15.6,2.13
2019,Lawrence Cager,34914,9,13.7,2,82.5,1,83.1,72.4,83.8,83.1,95.3,143,7.3,11,139.2,40,4,92.7,139,143,33,476,117,3.5,14.4,3.33
2019,Austin Mack,28070,11,13.6,4,69.2,2,70.7,71.5,73.7,73.1,93.7,179,12.6,24,124.0,39,3,86.4,165,179,27,361,69,2.6,13.4,2.02
2019,Maurice Alexander,33465,9,9.5,5,67.6,4,51.0,33.8,62.5,59.3,95.3,182,95.8,183,101.0,37,1,4.2,8,182,25,298,148,5.9,11.9,1.64
2019,Tyrie Cleveland,42134,13,11.0,4,73.5,2,68.4,72.5,64.3,64.4,95.5,192,26.9,54,116.2,34,1,73.1,147,192,25,351,123,4.9,14.0,1.83
2019,Isaiah Zuber,26884,13,15.3,0,46.7,5,27.1,76.2,59.5,58.9,95.0,170,48.0,86,78.6,30,2,52.0,93,170,14,211,44,3.1,15.1,1.24
2020,DeVonta Smith,61100,13,10.7,10,80.7,3,86.9,82.9,94.9,95.6,94.6,423,36.9,165,152.6,145,23,63.1,282,423,117,1856,953,8.1,15.9,4.39
2020,Jaelon Darden,61522,9,12.9,23,66.1,7,67.3,78.1,89.8,89.9,97.5,276,85.9,243,126.1,112,19,14.1,40,276,74,1190,571,7.7,16.1,4.31
2020,Elijah Moore,84302,8,10.9,18,85.1,2,90.9,81.8,91.2,92.4,92.0,310,79.8,269,125.8,101,8,15.7,53,310,86,1193,505,5.9,13.9,3.85
2020,Seth Williams,84137,11,13.8,14,47.0,8,47.7,44.2,69.8,69.6,95.4,370,26.5,103,73.7,100,4,73.5,285,370,47,759,258,5.5,16.1,2.05
2020,Amari Rodgers,61212,12,7.6,17,77.8,6,73.7,57.2,79.1,80.0,95.6,391,86.3,353,124.7,99,7,13.2,54,391,77,1020,613,8.0,13.2,2.61
2020,Tylan Wallace,61577,9,14.8,9,64.1,4,75.0,74.9,86.1,86.2,95.0,283,12.8,38,96.4,92,6,87.2,260,283,59,922,296,5.0,15.6,3.26
2020,Dax Milne,84147,12,13.2,6,76.9,2,87.9,82.2,90.0,89.6,94.1,317,20.5,69,143.0,91,8,78.9,266,317,70,1188,397,5.7,17.0,3.75
2020,Anthony Schwartz,84135,10,8.0,4,63.5,6,62.5,50.1,70.9,71.6,95.2,275,51.6,149,83.2,85,3,47.8,138,275,54,635,488,9.0,11.8,2.31
2020,Shi Smith,61643,9,7.5,8,67.9,6,63.5,77.0,78.0,80.8,94.6,244,71.3,184,100.9,84,4,26.7,69,244,57,633,353,6.2,11.1,2.59
2020,Kadarius Toney,61245,11,7.7,20,83.3,2,87.5,72.6,84.2,84.8,94.0,373,86.4,343,139.8,84,10,10.3,41,373,70,977,477,6.8,14.0,2.62
2020,Dyami Brown,77986,11,18.4,9,67.1,3,74.4,74.6,82.8,82.9,93.4,353,1.1,4,127.3,82,8,98.9,374,353,55,1099,269,4.9,20.0,3.11
2020,Dez Fitzpatrick,42349,11,14.1,9,58.9,5,61.3,42.0,74.7,76.0,95.4,334,5.4,19,95.2,73,3,94.6,331,334,43,831,379,8.8,19.3,2.49
2020,Tutu Atwell,77965,9,11.6,4,64.8,2,80.7,45.4,77.1,76.6,95.5,256,81.7,219,102.1,71,7,17.9,48,256,46,625,287,6.2,13.6,2.44
2020,Dazz Newsome,61510,12,9.0,14,78.3,4,72.8,85.5,73.2,73.2,94.8,368,98.5,382,137.0,69,6,0.8,3,368,54,684,359,6.6,12.7,1.86
2020,Terrace Marshall Jr.,84271,7,9.5,7,71.6,7,47.7,44.2,78.9,81.1,96.9,251,82.2,213,134.4,67,10,17.4,45,251,48,731,309,6.4,15.2,2.91
2020,DJ Turner,47663,11,10.3,9,65.7,7,51.5,56.9,65.0,67.0,93.7,314,41.5,139,104.9,67,3,57.6,193,314,44,634,293,6.7,14.4,2.02
2020,Joshua Palmer,62979,10,17.1,2,53.3,2,73.4,72.0,70.7,71.9,94.4,269,23.5,67,80.9,60,4,76.1,217,269,32,475,62,1.9,14.8,1.77
2020,Simi Fehoko,84424,6,12.6,4,62.7,6,50.6,73.0,75.8,75.6,95.0,210,30.3,67,104.8,59,3,69.7,154,210,37,574,198,5.4,15.5,2.73
2020,Amon-Ra St. Brown,84470,6,10.9,3,71.9,4,66.0,77.6,71.7,73.0,94.5,258,34.8,95,121.9,57,7,64.5,176,258,41,478,163,4.0,11.7,1.85
2020,Jacob Harris,34255,10,16.6,1,54.5,9,27.7,72.0,60.7,59.5,93.4,355,34.2,130,112.8,55,8,65.0,247,355,30,539,120,4.0,18.0,1.52
2020,Rashod Bateman,84296,5,10.4,9,65.5,6,48.5,72.4,81.1,81.9,95.8,137,67.1,96,81.8,55,2,32.9,47,137,36,472,192,5.3,13.1,3.45
2020,D'Wayne Eskridge,29573,6,12.7,4,70.8,3,68.0,51.1,86.9,85.9,92.4,159,16.9,29,152.8,48,8,83.1,143,159,34,786,489,14.4,23.1,4.94
2020,Jalen Camp,40986,10,13.0,0,61.7,3,64.3,71.7,65.0,64.0,92.7,279,25.6,77,94.2,47,4,74.1,223,279,29,439,123,4.2,15.1,1.57
2020,Tim Jones,61669,6,10.5,9,68.2,2,72.7,72.1,85.2,88.3,93.0,147,41.8,66,134.7,44,4,58.2,92,147,30,480,224,7.5,16.0,3.27
2020,Ben Skowronek,27948,10,11.9,5,65.9,2,71.4,33.2,65.2,62.2,94.3,300,7.9,25,136.4,44,5,92.1,293,300,29,438,181,6.2,15.1,1.46
2020,Rondale Moore,62890,3,2.6,3,79.5,0,90.6,74.5,80.9,79.7,93.8,120,82.8,106,82.8,44,0,16.4,21,120,35,270,241,6.9,7.7,2.25
2020,Ihmir Smith-Marsette,61324,7,13.9,6,62.5,3,59.8,43.9,61.0,63.4,96.4,187,22.2,43,113.0,40,4,77.8,151,187,25,345,128,5.1,13.8,1.84
2020,Jaylen Waddle,84088,5,11.7,2,87.5,1,79.5,76.3,82.6,84.7,95.7,135,68.1,96,158.3,32,4,29.8,42,135,28,591,282,10.1,21.1,4.38
2020,Racey McMath,61401,6,16.5,3,56.0,2,55.7,69.0,61.2,59.4,96.8,152,12.7,20,55.0,25,1,87.3,137,152,14,195,46,3.3,13.9,1.28
2020,Tarik Black,61442,8,17.1,2,41.7,2,49.8,9.6,64.6,65.0,92.5,99,15.0,16,74.0,24,1,85.0,91,99,10,234,103,10.3,23.4,2.36
2020,Austin Trammell,52195,3,14.3,3,84.2,1,71.9,75.4,89.8,89.1,95.6,87,50.5,46,158.3,19,6,48.4,44,87,16,335,136,8.5,20.9,3.85
2020,Frank Darby,40988,3,13.3,3,50.0,1,53.4,66.2,56.3,57.3,91.7,55,3.3,2,87.5,12,1,96.7,58,55,6,46,14,2.3,7.7,0.84
2021,Deven Thompkins,84480,14,15.9,8,64.6,5,84.3,78.4,83.1,87.1,93.4,542,82.6,479,103.1,161,10,14.5,84,542,104,1722,485,4.7,16.6,3.18
2021,Wan'Dale Robinson,101735,13,10.4,22,74.3,7,77.1,82.1,91.3,90.9,97.2,377,71.9,279,105.7,140,7,27.8,108,377,104,1342,599,5.8,12.9,3.56
2021,Jahan Dotson,84375,12,11.3,9,66.4,2,91.2,86.7,87.5,87.2,94.9,461,23.7,115,110.4,137,12,76.3,371,461,91,1182,482,5.3,13.0,2.56
2021,David Bell,97989,11,10.7,25,69.9,5,81.1,77.1,87.5,87.4,96.3,472,16.3,80,115.3,133,6,83.7,410,472,93,1275,536,5.8,13.7,2.7
2021,Jalen Tolbert,61637,12,14.2,13,63.6,8,62.8,59.2,82.3,85.1,95.9,466,33.7,164,116.9,129,8,66.3,322,466,82,1474,581,7.1,18.0,3.16
2021,John Metchie III,97400,13,8.8,20,75.0,8,72.2,77.0,78.2,79.5,96.3,473,33.4,164,116.1,128,8,66.0,324,473,96,1142,640,6.7,11.9,2.41
2021,Skyy Moore,97116,12,10.8,26,75.2,3,89.3,77.1,91.8,91.8,93.6,380,34.5,140,124.5,125,10,65.3,265,380,94,1291,534,5.7,13.7,3.4
2021,Calvin Austin III,61418,12,11.6,14,61.2,5,76.0,79.9,84.7,85.2,93.0,383,9.5,39,111.1,121,8,90.5,373,383,74,1145,532,7.2,15.5,2.99
2021,Drake London,86519,8,9.2,22,73.9,8,69.0,76.4,91.3,91.8,94.5,308,12.6,41,114.3,119,7,86.2,281,308,88,1084,460,5.2,12.3,3.52
2021,Jameson Williams,101701,15,14.5,12,67.8,6,73.0,40.6,81.6,85.1,96.9,500,27.9,144,143.0,115,15,71.9,371,500,78,1561,722,9.3,20.0,3.12
2021,Khalil Shakir,84140,12,9.8,14,67.5,10,57.5,75.0,86.7,89.3,94.7,395,76.7,320,116.0,114,7,22.3,93,395,77,1117,468,6.1,14.5,2.83
2021,Romeo Doubs,84329,11,13.8,10,72.7,4,81.9,82.1,81.7,83.3,95.1,484,21.4,109,130.6,110,11,78.6,400,484,80,1114,320,4.0,13.9,2.3
2021,Garrett Wilson,97405,11,11.6,19,68.6,6,70.5,82.7,84.1,84.5,95.7,353,17.1,63,141.7,102,12,82.9,306,353,70,1058,417,6.0,15.1,3.0
2021,Chris Olave,84355,12,14.7,1,64.4,5,73.2,75.5,79.3,79.9,95.6,408,18.5,79,121.5,101,13,81.3,347,408,65,936,276,4.2,14.4,2.29
2021,Tyquan Thornton,78092,14,15.4,5,63.3,3,80.7,75.2,82.9,82.4,96.2,377,5.1,20,120.3,98,10,94.9,372,377,62,941,194,3.1,15.2,2.5
2021,Kyle Philips,84463,11,9.8,8,62.8,6,65.0,64.1,77.6,76.6,93.8,350,92.8,346,104.9,94,10,4.6,17,350,59,739,355,6.0,12.5,2.11
2021,Bo Melton,61610,11,10.8,12,61.5,5,69.0,37.2,76.8,75.0,96.2,282,21.8,64,89.2,91,3,78.2,229,282,56,642,354,6.3,11.5,2.28
2021,Treylon Burks,99218,12,9.7,14,73.9,3,81.7,77.4,85.8,91.0,93.9,308,67.7,222,155.3,88,11,24.1,79,308,65,1100,607,9.3,16.9,3.57
2021,Alec Pierce,78038,14,17.1,4,63.4,4,71.3,73.9,76.5,76.0,96.8,367,14.0,53,126.7,82,8,84.7,321,367,52,873,190,3.7,16.8,2.38
2021,Velus Jones Jr.,40573,13,7.1,16,76.5,3,81.1,71.0,76.2,75.4,95.3,302,82.6,262,131.0,81,7,17.0,54,302,62,807,516,8.3,13.0,2.67
2021,Kwamie Lassiter II,23226,12,9.0,12,75.6,1,89.9,42.4,73.6,73.6,96.5,327,35.4,120,112.8,78,3,64.3,218,327,59,653,275,4.7,11.1,2.0
2021,Britain Covey,32933,14,5.3,9,68.4,4,72.2,61.5,79.2,78.6,93.2,259,79.5,221,89.5,76,3,20.5,57,259,52,514,327,6.3,9.9,1.98
2021,Jalen Nailor,84292,9,14.2,7,50.7,4,64.8,74.1,77.0,75.2,95.5,256,3.4,9,87.2,75,6,96.3,258,256,38,692,375,9.9,18.2,2.7
2021,Samori Toure,25276,12,14.7,5,61.3,2,81.1,52.4,80.9,83.1,95.4,330,79.8,276,114.1,75,5,17.1,59,330,46,896,348,7.6,19.5,2.72
2021,Erik Ezukanma,78148,11,11.8,11,63.5,4,69.2,75.7,76.5,74.0,95.0,302,18.6,59,95.5,74,4,80.2,255,302,47,699,366,7.8,14.9,2.31
2021,Justyn Ross,78021,10,10.9,9,63.9,1,86.8,73.5,73.5,73.0,94.3,249,54.2,143,87.4,72,3,45.1,119,249,46,514,205,4.5,11.2,2.06
2021,Danny Gray,121926,10,10.9,9,68.1,7,53.7,74.5,77.9,77.6,97.1,298,10.1,31,133.3,72,9,89.9,276,298,49,803,420,8.6,16.4,2.69
2021,Brandon Johnson,40666,13,14.2,4,56.7,3,69.7,38.1,65.0,62.6,96.0,409,17.1,73,111.3,67,11,82.6,352,409,38,560,154,4.1,14.7,1.37
2021,Josh Ali,61359,10,10.7,4,68.3,3,72.0,36.9,71.6,74.1,96.8,275,18.0,51,96.6,60,3,82.0,233,275,41,601,264,6.4,14.7,2.19
2021,Michael Woods II,84117,11,10.7,3,67.9,3,69.3,72.9,70.4,70.2,95.5,232,12.8,31,87.9,53,2,87.2,212,232,36,411,197,5.5,11.4,1.77
2021,Braylon Sanders,61457,12,21.3,2,43.4,2,67.6,43.2,63.4,61.9,94.3,348,11.9,44,97.6,53,4,87.5,323,348,23,535,144,6.3,23.3,1.54
2021,Daylen Baldwin,64309,13,11.4,1,51.5,2,60.0,69.7,62.0,62.7,93.7,133,14.1,20,84.9,33,2,85.9,122,133,17,256,98,5.8,15.1,1.92
2021,Jalen Virgil,41991,12,17.9,3,51.7,3,45.4,47.8,61.7,62.7,95.9,118,6.5,8,74.8,29,1,93.5,115,118,15,226,111,7.4,15.1,1.92
2021,George Pickens,99229,4,15.0,0,55.6,0,76.3,65.7,73.5,72.9,91.4,32,2.9,1,97.9,9,0,97.1,34,32,5,107,14,2.8,21.4,3.34
2022,Xavier Hutchinson,122518,12,9.2,15,66.5,6,81.3,78.5,89.7,89.4,95.3,430,29.3,132,92.4,161,6,70.1,316,430,107,1171,447,4.2,10.9,2.72
2022,Rashee Rice,97605,12,11.2,19,61.5,9,64.9,27.9,85.9,85.6,93.8,440,17.3,81,99.9,156,10,82.5,387,440,96,1344,593,6.2,14.0,3.05
2022,Charlie Jones,55038,13,11.1,6,71.4,3,91.0,74.3,81.6,83.8,94.2,505,11.6,62,119.0,154,12,88.4,474,505,110,1361,431,3.9,12.4,2.7
2022,Tank Dell,78874,13,11.6,19,71.1,9,72.9,44.5,83.5,84.4,95.2,551,67.0,388,131.4,152,17,32.8,190,551,108,1399,530,4.9,13.0,2.54
2022,A.T. Perry,77975,13,14.7,5,62.8,8,66.7,76.0,83.4,83.5,94.7,428,8.8,40,102.2,129,11,91.2,412,428,81,1100,164,2.0,13.6,2.57
2022,Zay Flowers,97268,12,10.4,15,62.9,8,64.9,56.0,76.0,76.6,95.8,485,32.8,166,106.1,124,12,66.6,337,485,78,1077,503,6.4,13.8,2.22
2022,Josh Downs,122832,11,8.8,7,81.0,3,88.7,68.4,82.9,86.6,96.3,473,82.7,406,135.2,116,11,14.3,70,473,94,1029,375,4.0,10.9,2.18
2022,Jason Brownlee,121451,13,15.0,9,47.8,4,69.1,48.7,77.3,77.0,91.3,378,8.7,36,68.4,115,8,91.3,378,378,55,891,257,4.7,16.2,2.36
2022,Demario Douglas,104155,13,12.3,20,67.9,4,76.7,72.6,83.5,85.0,93.5,387,84.5,350,87.5,112,6,13.0,54,387,76,996,469,6.2,13.1,2.57
2022,Trey Palmer,99248,12,13.5,13,64.5,10,54.0,64.4,83.7,83.6,95.2,320,67.3,226,103.7,110,9,32.1,108,320,71,1043,385,5.4,14.7,3.26
2022,Elijah Cooks,61501,12,13.3,8,64.2,4,79.7,75.5,83.0,83.6,93.8,466,11.1,55,127.7,109,10,88.9,442,466,70,1086,275,3.9,15.5,2.33
2022,Ronnie Bell,84288,14,11.5,10,63.9,5,72.1,31.1,76.9,77.3,94.6,348,41.0,151,94.5,97,4,57.9,213,348,62,892,318,5.1,14.4,2.56
2022,Quentin Johnston,123085,14,12.9,19,61.9,8,56.4,51.0,76.2,77.0,95.9,350,15.6,57,102.9,97,6,84.4,308,350,60,1067,532,8.9,17.8,3.05
2022,Jalin Hyatt,124282,12,14.1,8,75.3,5,73.5,75.4,77.4,78.2,91.1,387,87.3,371,156.5,89,15,12.2,52,387,67,1267,489,7.3,18.9,3.27
2022,Tyler Scott,123578,11,12.7,12,62.5,7,58.3,74.6,72.1,73.2,97.6,362,3.2,12,116.9,88,9,96.5,358,362,55,904,361,6.6,16.4,2.5
2022,Jonathan Mingo,97774,13,14.5,8,58.6,4,72.6,54.8,76.9,78.6,91.4,402,35.0,154,87.4,87,5,55.9,246,402,51,861,373,7.3,16.9,2.14
2022,Malik Heath,124173,13,13.0,7,69.0,5,70.2,74.6,76.0,77.4,91.6,380,6.3,26,115.6,87,5,93.5,388,380,60,971,359,6.0,16.2,2.56
2022,Marvin Mims Jr.,122937,13,17.0,7,62.1,4,69.0,72.4,75.5,77.1,94.0,394,30.1,126,123.8,87,6,68.7,288,394,54,1082,440,8.1,20.0,2.75
2022,Jayden Reed,78171,11,11.8,3,65.5,5,68.0,47.0,70.4,71.2,91.8,347,22.2,84,103.1,84,5,77.0,291,347,55,636,222,4.0,11.6,1.83
2022,Jake Bobo,77997,13,12.7,7,67.9,4,74.5,77.1,82.1,82.9,96.7,408,40.0,169,117.0,84,7,58.1,245,408,57,817,270,4.7,14.3,2.0
2022,Tre Tucker,101106,12,8.1,10,66.3,6,61.9,54.2,70.3,69.5,96.5,303,96.5,303,105.2,80,3,3.2,10,303,53,680,333,6.3,12.8,2.24
2022,Jordan Addison,123000,11,10.7,6,74.7,2,85.0,61.1,81.5,82.4,94.0,315,23.0,77,139.0,79,8,75.5,253,315,59,875,414,7.0,14.8,2.78
2022,Kayshon Boutte,124087,11,9.7,10,65.8,7,53.1,73.9,64.8,64.9,92.6,362,71.9,281,91.0,73,2,28.1,110,362,48,538,228,4.8,11.2,1.49
2022,Dontayvion Wicks,99711,8,14.6,8,41.7,9,26.8,32.2,59.0,58.8,94.0,296,8.9,28,59.4,72,2,91.1,287,296,30,430,122,4.1,14.3,1.45
2022,Puka Nacua,100632,9,12.0,6,71.6,3,75.4,37.7,89.8,90.1,95.2,177,36.6,68,119.3,67,5,60.8,113,177,48,625,356,7.4,13.0,3.53
2022,Parker Washington,129799,10,10.3,15,69.7,3,74.1,66.3,76.4,76.7,92.7,280,71.2,215,89.9,66,2,28.1,85,280,46,611,291,6.3,13.3,2.18
2022,Derius Davis,78196,14,7.0,10,63.6,3,72.0,70.3,61.8,66.4,95.3,266,89.2,249,101.3,66,5,9.7,27,266,42,531,401,9.5,12.6,2.0
2022,Antoine Green,77985,9,18.1,12,66.2,3,72.7,73.3,74.8,75.1,96.9,341,2.3,8,144.3,65,7,97.7,344,341,43,798,221,5.1,18.6,2.34
2022,Rakim Jarrett,129519,11,8.9,4,62.5,8,36.5,74.1,64.6,62.3,93.9,295,94.6,297,100.5,64,3,5.1,16,295,40,471,273,6.8,11.8,1.6
2022,Cedric Tillman,84434,6,14.4,3,62.7,2,78.6,73.1,70.3,69.1,90.4,207,11.4,26,93.7,59,3,88.6,203,207,37,417,106,2.9,11.3,2.01
2022,Jalen Brooks,111284,12,11.4,7,71.7,2,74.0,39.1,63.7,62.4,94.7,284,17.3,52,105.3,46,1,81.7,245,284,33,499,224,6.8,15.1,1.76
2022,Michael Wilson,84423,6,10.4,2,67.5,4,53.5,73.0,74.5,72.0,94.3,183,23.7,46,135.5,40,4,76.3,148,183,27,421,186,6.9,15.6,2.3
2022,Shedrick Jackson,84136,12,14.8,0,50.0,3,47.7,25.0,52.5,53.0,94.6,245,8.1,21,59.0,32,0,91.5,237,245,16,217,68,4.3,13.6,0.89
2022,Jaxon Smith-Njigba,129758,3,12.1,0,50.0,0,74.9,12.0,55.1,55.3,100.0,40,85.0,34,64.1,8,0,12.5,5,40,4,39,14,3.5,9.8,0.98
